TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-nyjd1-Q-1,Q-1,20-20 T,8087,365,0,4782,4780,0,20,0,0,20,0,0,20,0,0,20,0,0,
1617velv-nyjd1-Q-2,Q-2,40-10 R,8365,8391,0,11997,9384,0,40,0,0,30,10,0,10,0,0,10,0,0,
1617velv-nyjd1-Q-3,Q-3,60-65 B,3006,11569,0,10539,9773,0,60,25,0,35,0,0,65,15,0,30,20,0,
1617velv-nyjd1-Q-4,Q-4,15-50 B,4781,9137,0,10639,5163,0,15,5,0,0,0,10,50,10,0,40,0,0,
1617velv-nyjd1-Q-5,Q-5,90-35 R,4174,11453,0,6081,4780,0,90,30,0,60,0,0,35,5,0,10,20,0,
1617velv-nyjd1-Q-6,Q-6,35-55 B,4781,8391,0,8087,3006,0,35,10,0,25,0,0,55,30,0,25,0,0,
1617velv-nyjd1-Q-7,Q-7,140-95 R,4782,9773,0,11997,6081,0,140,60,0,40,40,0,95,0,0,15,20,60,
1617velv-nyjd1-Q-8,Q-8,0-80 B,10639,9137,0,11453,11569,0,0,0,0,0,0,0,80,10,0,60,10,0,
1617velv-nyjd1-Q-9,Q-9,15-135 B,5163,10539,0,8365,365,0,15,5,0,10,0,0,135,60,0,35,0,40,
1617velv-nyjd1-Q-10,Q-10,0-145 B,9384,4781,0,4174,9773,0,0,0,0,0,0,0,145,50,0,95,0,0,
1617velv-nyjd1-Q-11,Q-11,35-60 B,365,10639,0,8391,6081,0,35,15,0,20,0,0,60,0,0,20,40,0,
1617velv-nyjd1-Q-12,Q-12,30-35 B,3006,11997,0,11453,5163,0,30,5,0,15,0,10,35,0,0,35,0,0,
1617velv-nyjd1-Q-13,Q-13,20-15 R,10539,9384,0,9137,4780,0,20,0,0,20,0,0,15,0,0,15,0,0,
1617velv-nyjd1-Q-14,Q-14,55-60 B,4782,8365,0,11569,4174,0,55,5,0,0,0,50,60,0,0,60,0,0,
1617velv-nyjd1-Q-15,Q-15,0-130 B,8087,9773,0,11453,365,0,0,0,0,0,0,0,130,45,0,35,0,50,
1617velv-nyjd1-Q-16,Q-16,15-40 B,4780,11569,0,5163,8391,0,15,0,0,15,0,0,40,5,0,35,0,0,
1617velv-nyjd1-Q-17,Q-17,30-36 B,10639,9384,0,4782,3006,0,30,0,0,20,0,10,36,0,0,26,0,10,
1617velv-nyjd1-Q-18,Q-18,55-65 B,6081,9137,0,8365,4781,0,55,15,0,30,10,0,65,45,0,20,0,0,
1617velv-nyjd1-Q-19,Q-19,52-20 R,10539,4174,0,11997,8087,0,52,45,0,7,0,0,20,0,0,20,0,0,
1617velv-nyjd1-Q-20,Q-20,115-10 R,9773,4780,0,10639,8365,0,115,5,0,70,0,40,10,10,0,0,0,0,
1617velv-nyjd1-Q-21,Q-21,25-50 B,8087,6081,0,9384,5163,0,25,15,0,10,0,0,50,5,0,45,0,0,
1617velv-nyjd1-Q-22,Q-22,175-60 R,4174,365,0,3006,9137,0,175,80,0,95,0,0,60,50,0,10,0,0,
1617velv-nyjd1-Q-23,Q-23,65-45 R,8391,11453,0,4782,10539,0,65,30,0,35,0,0,45,35,0,10,0,0,
1617velv-nyjd1-Q-24,Q-24,35-70 B,11569,11997,0,4781,365,0,35,10,0,15,10,0,70,25,0,45,0,0,
1617velv-nyjd1-SF-1-1,SF-1-1,95-10 R,4174,9773,0,5163,10539,0,95,15,0,40,40,0,10,0,0,10,0,0,
1617velv-nyjd1-SF-2-1,SF-2-1,55-70 B,11453,6081,0,365,8391,0,55,15,0,40,0,0,70,40,0,30,0,0,
1617velv-nyjd1-SF-1-2,SF-1-2,145-55 R,4174,9773,0,5163,10539,0,145,50,0,55,40,0,55,45,0,10,0,0,
1617velv-nyjd1-SF-2-2,SF-2-2,60-50 R,11453,6081,0,365,8391,0,60,0,0,50,10,0,50,25,0,25,0,0,
1617velv-nyjd1-SF-2-3,SF-2-3,60-80 B,11453,6081,0,365,8391,0,60,20,0,20,20,0,80,25,0,55,0,0,
1617velv-nyjd1-F-1,F-1,225-50 R,4174,9773,0,365,8391,0,225,80,0,105,40,0,50,15,0,35,0,0,
1617velv-nyjd1-F-2,F-2,125-105 R,4174,9773,0,365,8391,0,125,30,0,55,0,40,105,40,0,65,0,0,
