1|1|1|9976|8609|0|11468|10034|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|false|0|0|0|0|0|10|0|3|0|0|0|0|0|true|0|0|0|0|0|0|0|0|0|0|0|0
1|1|2|7842|8837|0|10391|9934|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|1|false|2|0|0|0|3|4|0|0|0|0|3|1|0|false|0|0|0|0|1|1|0|3|3|1|0|0
1|1|3|4949|8388|0|6289|8411|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|false|0|0|1|0|0|1|3|0|0|0|0|0|0|true|1|0|0|0|4|0|0|0|0|0|0|0
1|1|4|9786|11161|0|7022|9962|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|1|0|2|1|0|0|0|1|0|0|0|true|0|0|0|0|0|0|0|0|0|0|0|1
1|1|5|7439|6047|0|5105|9670|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|2|0|1|0|0|0|0|0|0|0|0|0|0|false|0|0|0|0|0|1|0|0|0|0|0|0
1|1|6|11362|7783|0|10165|11161|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|1|0|3|0|0|0|0|0|0|0|2|true|1|0|0|0|1|0|1|0|0|0|0|0
1|1|7|7022|8411|0|11468|7439|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|false|0|0|1|0|3|0|0|0|0|0|0|0|0|false|0|0|0|0|0|0|0|0|0|0|0|0
1|1|8|10165|4949|0|8609|5105|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|2|false|1|0|0|0|3|0|4|0|0|1|0|0|0|true|2|0|0|0|1|12|0|0|0|0|0|1
1|1|9|10034|10391|0|9786|9670|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|3|0|3|1|0|3|0|0|0|0|0|true|2|0|1|0|1|0|0|0|0|0|0|0
1|1|10|9962|6289|0|7842|9934|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|false|0|0|0|0|0|0|0|0|0|0|0|0|0|true|2|0|0|0|4|5|0|1|0|0|0|0
1|1|11|6047|9976|0|8388|7783|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|1|0|1|0|1|4|0|0|0|0|0|0|1|true|0|0|0|0|3|0|0|1|0|0|0|0
1|1|12|11362|10034|0|8837|6289|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|1|0|0|3|4|0|1|0|0|0|0|0|true|0|0|0|0|0|0|0|0|0|0|0|0
1|1|13|6047|11468|0|7842|4949|0|0|0|0|false|false|false|0|0|0|false|false|false|1|0|0|1|0|0|1|0|true|1|0|1|0|1|2|0|0|1|1|0|0|2|true|2|0|0|0|3|4|0|0|0|0|1|1
1|1|14|8609|7783|0|8837|7022|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|1|0|4|12|0|3|0|0|0|0|0|true|0|0|1|0|0|2|0|0|0|0|0|0
1|1|15|5105|11161|0|10391|8411|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|1|0|0|0|1|1|0|0|1|0|0|0|0|true|0|0|0|0|3|1|0|0|0|0|1|0
1|1|16|11362|9962|0|8388|7439|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|1|0|4|4|0|0|0|0|0|0|0|false|0|0|1|0|0|0|0|0|0|0|0|0
1|1|17|9934|9670|0|10165|9976|0|0|0|0|false|false|false|0|0|0|false|false|false|0|0|0|0|0|0|1|0|true|0|0|1|0|2|0|0|0|0|0|0|0|2|true|0|0|0|0|0|2|0|0|0|0|0|0
