TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-fl-nemp1-Q-1,Q-1,50-15 R,10168,10497,0,10013,9214,0,50,15,0,35,0,0,15,5,0,0,10,0,false,false,false,false,
1617velv-fl-nemp1-Q-2,Q-2,10-7 R,10583,10167,0,8798,9944,0,10,10,0,0,0,0,7,5,0,2,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-3,Q-3,10-30 B,8796,10013,0,10167,9944,0,10,0,0,0,10,0,30,0,0,30,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-4,Q-4,6-11 B,8796,8798,0,9214,10168,0,6,5,0,1,0,0,11,0,0,11,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-5,Q-5,60-10 R,10497,9214,0,10583,8798,0,60,5,0,55,0,0,10,10,0,0,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-6,Q-6,75-15 R,10167,10497,0,10583,8796,0,75,25,0,50,0,0,15,10,0,5,0,0,true,true,true,false,
1617velv-fl-nemp1-Q-7,Q-7,13-24 B,9944,10013,0,10168,8798,0,13,0,0,13,0,0,24,0,0,24,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-8,Q-8,3-10 B,8796,10168,0,10013,10583,0,3,0,0,3,0,0,10,0,0,0,0,10,false,false,false,false,
1617velv-fl-nemp1-Q-9,Q-9,11-86 B,10167,9214,0,9944,10497,0,11,0,0,11,0,0,86,30,0,56,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-10,Q-10,80-0 R,8798,10497,0,8796,9944,0,80,25,0,55,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-11,Q-11,50-1 R,10013,10167,0,9214,10583,0,50,10,0,40,0,0,1,0,0,1,0,0,false,false,false,false,
1617velv-fl-nemp1-Q-12,Q-12,2-80 B,10168,10583,0,10167,10497,0,2,0,0,2,0,0,80,35,0,45,0,0,false,false,false,false,
