TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-nc-ra-Q-1,Q-1,0-55 B,9021,6183,0,8947,11969,0,0,0,0,0,0,0,55,0,0,45,0,10,
1617velv-nc-ra-Q-2,Q-2,40-20 R,6123,2827,0,11424,12010,0,40,10,0,30,0,0,20,0,0,20,0,0,
1617velv-nc-ra-Q-3,Q-3,55-45 R,8569,5795,0,7083,2901,0,55,0,0,15,40,0,45,20,0,25,0,0,
1617velv-nc-ra-Q-4,Q-4,35-30 R,11588,8534,0,9581,10307,0,35,0,0,15,20,0,30,10,0,10,0,10,
1617velv-nc-ra-Q-5,Q-5,90-20 R,3587,7105,0,5270,731,0,90,10,0,40,40,0,20,0,0,20,0,0,
1617velv-nc-ra-Q-6,Q-6,185-40 R,10195,6183,0,11424,8569,0,185,30,0,35,0,120,40,30,0,10,0,0,
1617velv-nc-ra-Q-7,Q-7,5-65 B,11969,2901,0,3587,11588,0,5,5,0,0,0,0,65,15,0,30,20,0,
1617velv-nc-ra-Q-8,Q-8,15-65 B,2827,7105,0,8534,8947,0,15,5,0,10,0,0,65,10,0,55,0,0,
1617velv-nc-ra-Q-9,Q-9,75-40 R,10307,7083,0,12010,10195,0,75,35,0,40,0,0,40,30,0,10,0,0,
1617velv-nc-ra-Q-10,Q-10,10-40 B,5270,9581,0,5795,6123,0,10,0,0,10,0,0,40,15,0,25,0,0,
1617velv-nc-ra-Q-11,Q-11,35-35 T,731,7083,0,9021,2827,0,35,0,0,35,0,0,35,30,0,5,0,0,
1617velv-nc-ra-Q-12,Q-12,35-60 B,8947,12010,0,5270,11588,0,35,10,0,25,0,0,60,35,0,25,0,0,
1617velv-nc-ra-Q-13,Q-13,70-140 B,11424,5795,0,8534,731,0,70,60,0,10,0,0,140,55,0,85,0,0,
1617velv-nc-ra-Q-14,Q-14,10-130 B,11969,9581,0,7105,10195,0,10,0,0,0,0,10,130,25,0,55,40,10,
1617velv-nc-ra-Q-15,Q-15,55-10 R,6123,8569,0,3587,9021,0,55,15,0,40,0,0,10,10,0,0,0,0,
1617velv-nc-ra-Q-16,Q-16,5-115 B,10307,2901,0,6183,7105,0,5,5,0,0,0,0,115,35,0,40,40,0,
1617velv-nc-ra-Q-17,Q-17,55-30 R,7083,11424,0,3587,9581,0,55,20,0,25,0,10,30,10,0,20,0,0,
1617velv-nc-ra-Q-18,Q-18,25-30 B,8947,731,0,6123,10307,0,25,0,0,25,0,0,30,0,0,30,0,0,
1617velv-nc-ra-Q-19,Q-19,40-110 B,2827,11588,0,5795,6183,0,40,15,0,15,10,0,110,70,0,40,0,0,
1617velv-nc-ra-Q-20,Q-20,40-15 R,12010,8534,0,11969,8569,0,40,0,0,40,0,0,15,5,0,10,0,0,
1617velv-nc-ra-Q-21,Q-21,95-13 R,9021,10195,0,2901,5270,0,95,35,0,40,0,20,13,10,0,3,0,0,
1617velv-nc-ra-Q-22,Q-22,35-35 T,8534,6123,0,7083,6183,0,35,0,0,35,0,0,35,10,0,25,0,0,
1617velv-nc-ra-Q-23,Q-23,110-60 R,5795,3587,0,8947,10195,0,110,60,0,10,40,0,60,15,0,45,0,0,
1617velv-nc-ra-Q-24,Q-24,5-55 B,5270,11969,0,10307,2827,0,5,5,0,0,0,0,55,35,0,20,0,0,
1617velv-nc-ra-Q-25,Q-25,85-55 R,9021,7105,0,11588,11424,0,85,25,0,20,40,0,55,0,0,45,10,0,
1617velv-nc-ra-Q-26,Q-26,15-55 B,9581,2901,0,12010,731,0,15,15,0,0,0,0,55,5,0,50,0,0,
1617velv-nc-ra-Q-27,Q-27,75-25 R,8947,11424,0,8569,5270,0,75,30,0,45,0,0,25,0,0,5,20,0,
1617velv-nc-ra-SF-1-1,SF-1-1,60-55 R,8534,5795,11588,7083,8569,5270,60,45,0,15,0,0,55,0,0,55,0,0,
1617velv-nc-ra-SF-2-1,SF-2-1,90-40 R,6123,7105,8947,6183,731,10195,90,20,0,30,40,0,40,10,0,30,0,0,
1617velv-nc-ra-SF-1-2,SF-1-2,130-20 R,8534,5795,11588,7083,8569,5270,130,60,0,40,20,10,20,0,0,20,0,0,
1617velv-nc-ra-SF-2-2,SF-2-2,115-40 R,6123,7105,8947,6183,731,10195,115,25,0,50,40,0,40,15,0,25,0,0,
1617velv-nc-ra-F-1,F-1,155-60 R,8534,5795,11588,6123,7105,8947,155,90,0,25,40,0,60,35,0,25,0,0,
1617velv-nc-ra-F-2,F-2,195-85 R,8534,5795,11588,6123,7105,8947,195,90,0,65,40,0,85,30,0,15,40,0,
