TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-in-so-Q-1,Q-1,90-100 B,10133,9789,0,8149,11959,0,90,0,0,50,40,0,100,100,0,0,0,0,
1617velv-in-so-Q-2,Q-2,25-55 B,8578,11262,0,9766,8971,0,25,5,0,20,0,0,55,5,0,50,0,0,
1617velv-in-so-Q-3,Q-3,80-55 R,3537,9816,0,8435,9864,0,80,25,0,15,40,0,55,0,0,35,20,0,
1617velv-in-so-Q-4,Q-4,5-10 B,10621,11398,0,10755,6194,0,5,0,0,5,0,0,10,10,0,0,0,0,
1617velv-in-so-Q-5,Q-5,10-30 B,7234,10948,0,10950,8791,0,10,0,0,10,0,0,30,0,0,30,0,0,
1617velv-in-so-Q-6,Q-6,50-5 R,4217,11329,0,7790,6190,0,50,15,0,35,0,0,5,0,0,5,0,0,
1617velv-in-so-Q-7,Q-7,40-20 R,8793,535,0,10126,9790,0,40,20,0,20,0,0,20,10,0,10,0,0,
1617velv-in-so-Q-8,Q-8,60-10 R,8791,9864,0,11398,10133,0,60,5,0,45,10,0,10,0,0,10,0,0,
1617velv-in-so-Q-9,Q-9,45-0 R,11262,6190,0,9816,10950,0,45,5,0,40,0,0,0,0,0,0,0,0,
1617velv-in-so-Q-10,Q-10,80-7 R,8793,8149,0,8435,11329,0,80,35,0,45,0,0,7,5,0,2,0,0,
1617velv-in-so-Q-11,Q-11,35-60 B,6194,8971,0,10948,9790,0,35,10,0,25,0,0,60,40,0,20,0,0,
1617velv-in-so-Q-12,Q-12,40-25 R,8578,11959,0,4217,535,0,40,5,0,35,0,0,25,0,0,25,0,0,
1617velv-in-so-Q-13,Q-13,10-85 B,10755,10126,0,7234,9789,0,10,10,0,0,0,0,85,5,0,40,40,0,
1617velv-in-so-Q-14,Q-14,70-30 R,7790,9766,0,10621,3537,0,70,20,0,10,0,40,30,0,0,10,20,0,
1617velv-in-so-Q-15,Q-15,40-30 R,10950,535,0,9864,8971,0,40,0,0,40,0,0,30,5,0,5,20,0,
1617velv-in-so-Q-16,Q-16,30-80 B,4217,10948,0,10755,8149,0,30,0,0,30,0,0,80,60,0,20,0,0,
1617velv-in-so-Q-17,Q-17,45-60 B,8793,7234,0,3537,6190,0,45,5,0,40,0,0,60,10,0,10,40,0,
1617velv-in-so-Q-18,Q-18,15-115 B,11959,11262,0,6194,8791,0,15,5,0,10,0,0,115,5,0,30,0,80,
1617velv-in-so-Q-19,Q-19,105-35 R,8435,9789,0,7790,8578,0,105,0,0,25,40,40,35,5,0,30,0,0,
1617velv-in-so-Q-20,Q-20,15-0 R,10621,9790,0,10133,9816,0,15,15,0,0,0,0,0,0,0,0,0,0,
1617velv-in-so-Q-21,Q-21,65-6 R,9766,11398,0,10126,11329,0,65,40,0,25,0,0,6,0,0,6,0,0,
1617velv-in-so-Q-22,Q-22,25-65 B,9864,7790,0,11959,7234,0,25,0,0,25,0,0,65,35,0,30,0,0,
1617velv-in-so-Q-23,Q-23,40-20 R,8149,6190,0,8578,10621,0,40,15,0,25,0,0,20,0,0,20,0,0,
1617velv-in-so-Q-24,Q-24,10-30 B,9816,10948,0,11398,535,0,10,0,0,10,0,0,30,0,0,30,0,0,
1617velv-in-so-Q-25,Q-25,20-95 B,8971,8791,0,9789,8793,0,20,0,0,20,0,0,95,35,0,20,40,0,
1617velv-in-so-Q-26,Q-26,95-40 R,8435,9766,0,6194,4217,0,95,15,0,40,0,40,40,15,0,25,0,0,
1617velv-in-so-Q-27,Q-27,80-16 R,9790,10755,0,11329,11262,0,80,25,0,55,0,0,16,10,0,6,0,0,
1617velv-in-so-Q-28,Q-28,40-40 T,10126,10133,0,3537,10950,0,40,5,0,35,0,0,40,25,0,15,0,0,
1617velv-in-so-Q-29,Q-29,10-75 B,7790,8971,0,8149,11398,0,10,5,0,5,0,0,75,30,0,45,0,0,
1617velv-in-so-Q-30,Q-30,35-36 B,10621,11262,0,8793,9864,0,35,5,0,30,0,0,36,5,0,11,20,0,
1617velv-in-so-Q-31,Q-31,90-80 R,535,10755,0,10133,9766,0,90,30,0,20,0,40,80,40,0,40,0,0,
1617velv-in-so-Q-32,Q-32,45-5 R,9816,6194,0,7234,8578,0,45,5,0,40,0,0,5,5,0,0,0,0,
1617velv-in-so-Q-33,Q-33,0-100 B,4217,10950,0,9790,9789,0,0,0,0,0,0,0,100,10,0,50,40,0,
1617velv-in-so-Q-34,Q-34,90-20 R,11959,3537,0,10948,11329,0,90,10,0,40,40,0,20,10,0,10,0,0,
1617velv-in-so-Q-35,Q-35,0-80 B,8435,8791,0,6190,10126,0,0,0,0,0,0,0,80,30,0,40,10,0,
1617velv-in-so-SF-1-1,SF-1-1,80-65 R,8149,3537,8791,535,11398,10133,80,55,0,15,10,0,65,0,0,55,0,10,
1617velv-in-so-SF-2-1,SF-2-1,205-75 R,9766,9789,7234,11959,9790,4217,205,35,0,30,20,120,75,55,0,20,0,0,
1617velv-in-so-SF-1-2,SF-1-2,25-100 B,8149,3537,8791,535,11398,10133,25,0,0,25,0,0,100,15,0,45,0,40,
