TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-mn-ep1-Q-1,Q-1,105-10 R,9890,9418,0,11937,3763,0,105,65,0,40,0,0,10,10,0,0,0,0,
1617velv-mn-ep1-Q-2,Q-2,40-25 R,9801,4650,0,11566,11417,0,40,0,0,30,10,0,25,15,0,10,0,0,
1617velv-mn-ep1-Q-3,Q-3,25-7 R,6699,10273,0,12183,11724,0,25,0,0,25,0,0,7,5,0,2,0,0,
1617velv-mn-ep1-Q-4,Q-4,68-35 R,9078,7288,0,9196,10397,0,68,30,0,38,0,0,35,0,0,35,0,0,
1617velv-mn-ep1-Q-5,Q-5,10-30 B,8034,7290,0,11615,11581,0,10,0,0,10,0,0,30,0,0,30,0,0,
1617velv-mn-ep1-Q-6,Q-6,0-130 B,9760,3558,0,10555,11175,0,0,0,0,0,0,0,130,60,0,60,10,0,
1617velv-mn-ep1-Q-7,Q-7,45-50 B,4650,11937,0,9078,11724,0,45,15,0,30,0,0,50,35,0,15,0,0,
1617velv-mn-ep1-Q-8,Q-8,20-40 B,7290,12183,0,3763,9196,0,20,0,0,10,10,0,40,10,0,30,0,0,
1617velv-mn-ep1-Q-9,Q-9,52-40 R,7288,9890,0,8034,3558,0,52,30,0,22,0,0,40,10,0,20,10,0,
1617velv-mn-ep1-Q-10,Q-10,75-10 R,11175,11581,0,11417,10273,0,75,35,0,40,0,0,10,5,0,5,0,0,
1617velv-mn-ep1-Q-11,Q-11,75-0 R,6699,9801,0,11615,9760,0,75,0,0,65,10,0,0,0,0,0,0,0,
1617velv-mn-ep1-Q-12,Q-12,85-118 B,10397,10555,0,11566,9418,0,85,50,0,35,0,0,118,95,0,23,0,0,
1617velv-mn-ep1-Q-13,Q-13,20-32 B,11175,11937,0,12183,7288,0,20,10,0,10,0,0,32,10,0,22,0,0,
1617velv-mn-ep1-Q-14,Q-14,80-0 R,3558,11417,0,11615,9196,0,80,40,0,40,0,0,0,0,0,0,0,0,
1617velv-mn-ep1-Q-15,Q-15,61-20 R,10397,4650,0,8034,9760,0,61,20,0,41,0,0,20,10,0,0,10,0,
1617velv-mn-ep1-Q-16,Q-16,30-45 B,10273,9418,0,9801,9078,0,30,0,0,30,0,0,45,15,0,30,0,0,
1617velv-mn-ep1-Q-17,Q-17,25-80 B,3763,6699,0,11581,10555,0,25,0,0,25,0,0,80,60,0,20,0,0,
1617velv-mn-ep1-Q-18,Q-18,22-75 B,11566,11724,0,9890,7290,0,22,10,0,12,0,0,75,30,0,25,20,0,
1617velv-mn-ep1-Q-19,Q-19,0-51 B,12183,9760,0,11417,9418,0,0,0,0,0,0,0,51,0,0,41,10,0,
1617velv-mn-ep1-Q-20,Q-20,10-90 B,11175,8034,0,3763,9078,0,10,10,0,0,0,0,90,40,0,40,10,0,
1617velv-mn-ep1-Q-21,Q-21,30-30 T,11724,11581,0,10397,3558,0,30,0,0,30,0,0,30,10,0,20,0,0,
1617velv-mn-ep1-Q-22,Q-22,35-15 R,10273,11615,0,11566,11937,0,35,5,0,30,0,0,15,5,0,10,0,0,
1617velv-mn-ep1-Q-23,Q-23,110-20 R,9890,9196,0,6699,4650,0,110,65,0,45,0,0,20,0,0,20,0,0,
1617velv-mn-ep1-Q-24,Q-24,216-30 R,10555,7288,0,7290,9801,0,216,70,0,66,10,70,30,10,0,10,10,0,
1617velv-mn-ep1-Q-25,Q-25,0-100 B,11615,11175,0,11724,9418,0,0,0,0,0,0,0,100,70,0,30,0,0,
1617velv-mn-ep1-Q-26,Q-26,90-55 R,3558,3763,0,4650,10273,0,90,40,0,10,0,40,55,10,0,45,0,0,
1617velv-mn-ep1-Q-27,Q-27,20-42 B,11566,9760,0,11581,7288,0,20,10,0,10,0,0,42,10,0,32,0,0,
1617velv-mn-ep1-Q-28,Q-28,55-50 R,11417,10397,0,7290,6699,0,55,10,0,45,0,0,50,25,0,25,0,0,
1617velv-mn-ep1-Q-29,Q-29,95-80 R,9078,9890,0,12183,10555,0,95,65,0,30,0,0,80,30,0,50,0,0,
1617velv-mn-ep1-Q-30,Q-30,10-25 B,9196,9801,0,11937,8034,0,10,0,0,10,0,0,25,5,0,20,0,0,
1617velv-mn-ep1-SF-1-1,SF-1-1,75-80 B,9078,10555,10397,11581,6699,3763,75,30,0,45,0,0,80,30,0,50,0,0,
1617velv-mn-ep1-SF-2-1,SF-2-1,20-46 B,9890,9418,3558,7288,10273,4650,20,0,0,20,0,0,46,10,0,36,0,0,
1617velv-mn-ep1-SF-1-2,SF-1-2,130-55 R,9078,10555,10397,11581,6699,3763,130,100,0,30,0,0,55,10,0,45,0,0,
1617velv-mn-ep1-SF-2-2,SF-2-2,105-45 R,9890,9418,3558,7288,10273,4650,105,80,0,25,0,0,45,0,0,45,0,0,
1617velv-mn-ep1-SF-1-3,SF-1-3,140-85 R,9078,10555,10397,11581,6699,3763,140,30,0,70,0,40,85,30,0,15,0,40,
1617velv-mn-ep1-SF-2-3,SF-2-3,90-41 R,9890,9418,3558,7288,10273,4650,90,45,0,35,0,10,41,10,0,31,0,0,
1617velv-mn-ep1-F-1,F-1,90-110 B,9078,10555,10397,9890,9418,3558,90,50,0,40,0,0,110,70,0,40,0,0,
1617velv-mn-ep1-F-2,F-2,105-145 B,9078,10555,10397,9890,9418,3558,105,90,0,15,0,0,145,65,0,40,0,40,
