TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-mn-nb1-Q-1,Q-1,50-61 B,6699,7646,0,11621,3764,0,50,35,0,15,0,0,61,25,0,36,0,0,false,false,false,false,
1617velv-mn-nb1-Q-2,Q-2,45-61 B,11412,7288,0,11301,11906,0,45,25,0,20,0,0,61,15,0,46,0,0,false,false,false,false,
1617velv-mn-nb1-Q-3,Q-3,50-50 T,7655,9258,0,10273,4001,0,50,10,0,40,0,0,50,10,0,0,40,0,false,false,false,false,
1617velv-mn-nb1-Q-4,Q-4,50-20 R,7659,2887,0,11413,8962,0,50,10,0,40,0,0,20,15,0,5,0,0,false,false,false,false,
1617velv-mn-nb1-Q-5,Q-5,115-5 R,9430,9890,0,10733,7069,0,115,35,0,40,40,0,5,5,0,0,0,0,false,false,false,false,
1617velv-mn-nb1-Q-6,Q-6,47-37 R,9415,8438,0,11586,11206,0,47,15,0,22,0,10,37,15,0,22,0,0,false,false,false,false,
1617velv-mn-nb1-Q-7,Q-7,30-65 B,7659,3764,0,7288,10273,0,30,10,0,20,0,0,65,20,0,45,0,0,false,false,false,false,
1617velv-mn-nb1-Q-8,Q-8,30-140 B,7069,11301,0,9258,11413,0,30,10,0,20,0,0,140,40,0,20,0,80,false,false,false,false,
1617velv-mn-nb1-Q-9,Q-9,20-49 B,10733,11621,0,11906,9415,0,20,0,0,20,0,0,49,15,0,24,0,10,false,false,false,false,
1617velv-mn-nb1-Q-10,Q-10,115-91 R,9890,7655,0,2887,11206,0,115,60,0,55,0,0,91,15,0,36,0,40,false,false,false,false,
1617velv-mn-nb1-Q-11,Q-11,45-60 B,4001,8962,0,7646,11586,0,45,5,0,0,40,0,60,0,0,60,0,0,false,false,false,false,
1617velv-mn-nb1-Q-12,Q-12,75-55 R,8438,11412,0,9430,6699,0,75,30,0,45,0,0,55,35,0,20,0,0,false,false,false,false,
1617velv-mn-nb1-Q-13,Q-13,55-15 R,9258,2887,0,3764,9415,0,55,25,0,30,0,0,15,5,0,10,0,0,false,false,false,false,
1617velv-mn-nb1-Q-14,Q-14,81-21 R,11413,4001,0,11906,11206,0,81,10,0,31,40,0,21,10,0,11,0,0,false,false,false,false,
1617velv-mn-nb1-Q-15,Q-15,30-20 R,8962,10273,0,11412,7069,0,30,5,0,25,0,0,20,0,0,20,0,0,false,false,false,false,
1617velv-mn-nb1-Q-16,Q-16,40-80 B,10733,8438,0,11301,7646,0,40,30,0,10,0,0,80,35,0,45,0,0,false,false,false,false,
1617velv-mn-nb1-Q-17,Q-17,70-120 B,11586,6699,0,7288,9890,0,70,30,0,40,0,0,120,85,0,25,10,0,false,false,false,false,
1617velv-mn-nb1-Q-18,Q-18,120-40 R,11621,7655,0,7659,9430,0,120,20,0,100,0,0,40,10,0,10,20,0,false,false,false,false,
1617velv-mn-nb1-Q-19,Q-19,60-0 R,3764,11413,0,10733,11412,0,60,10,0,40,10,0,0,0,0,0,0,0,false,false,false,false,
1617velv-mn-nb1-Q-20,Q-20,66-35 R,11206,7646,0,9258,7288,0,66,30,0,36,0,0,35,20,0,15,0,0,false,false,false,false,
1617velv-mn-nb1-Q-21,Q-21,47-105 B,11301,9415,0,7655,8962,0,47,15,0,32,0,0,105,65,0,40,0,0,false,false,false,false,
1617velv-mn-nb1-Q-22,Q-22,35-75 B,10273,11586,0,9430,2887,0,35,15,0,20,0,0,75,0,0,35,40,0,false,false,false,false,
1617velv-mn-nb1-Q-23,Q-23,46-80 B,11906,7069,0,6699,7659,0,46,5,0,41,0,0,80,40,0,30,10,0,false,false,false,false,
1617velv-mn-nb1-Q-24,Q-24,70-150 B,4001,11621,0,9890,8438,0,70,20,0,10,40,0,150,95,0,55,0,0,false,false,false,false,
1617velv-mn-nb1-Q-25,Q-25,85-37 R,9430,7288,0,9415,11413,0,85,20,0,25,40,0,37,15,0,22,0,0,false,false,false,false,
1617velv-mn-nb1-Q-26,Q-26,45-85 B,3764,11586,0,7069,7655,0,45,5,0,30,10,0,85,30,0,55,0,0,false,false,false,false,
1617velv-mn-nb1-Q-27,Q-27,45-65 B,11906,8962,0,9258,8438,0,45,30,0,15,0,0,65,30,0,35,0,0,false,false,false,false,
1617velv-mn-nb1-Q-28,Q-28,75-95 B,2887,6699,0,4001,10733,0,75,35,0,40,0,0,95,35,0,10,40,10,false,false,false,false,
1617velv-mn-nb1-Q-29,Q-29,50-90 B,7659,7646,0,9890,11412,0,50,40,0,10,0,0,90,60,0,30,0,0,false,false,false,false,
1617velv-mn-nb1-Q-30,Q-30,75-70 R,11206,11301,0,10273,11621,0,75,15,0,60,0,0,70,35,0,35,0,0,false,false,false,false,
1617velv-mn-nb1-SF-1-1,SF-1-1,55-60 B,9890,4001,11413,9258,7288,10273,55,40,0,15,0,0,60,20,0,40,0,0,false,false,false,false,
1617velv-mn-nb1-SF-2-1,SF-2-1,100-55 R,7655,9430,8962,8438,7646,7659,100,0,0,80,20,0,55,25,0,30,0,0,false,false,false,false,
1617velv-mn-nb1-SF-1-2,SF-1-2,65-60 R,9890,4001,11413,9258,7288,10273,65,65,0,0,0,0,60,15,0,45,0,0,false,false,false,false,
1617velv-mn-nb1-SF-2-2,SF-2-2,30-55 B,7655,9430,8962,8438,7646,7659,30,0,0,30,0,0,55,35,0,20,0,0,false,false,false,false,
1617velv-mn-nb1-SF-1-3,SF-1-3,105-90 R,9890,4001,11413,9258,7288,10273,105,65,0,0,40,0,90,20,0,70,0,0,false,false,false,false,
1617velv-mn-nb1-SF-2-3,SF-2-3,150-75 R,7655,9430,8962,8438,7646,7659,150,30,0,80,40,0,75,40,0,35,0,0,false,false,false,false,
1617velv-mn-nb1-F-1,F-1,40-220 B,9890,4001,11413,7655,9430,8962,40,10,0,30,0,0,220,115,0,65,0,40,false,false,false,false,
1617velv-mn-nb1-F-2,F-2,80-75 R,9890,4001,11413,7655,9430,8962,80,65,0,15,0,0,75,0,0,55,20,0,false,false,false,false,
1617velv-mn-nb1-F-3,F-3,40-220 B,9890,4001,11413,7655,9430,8962,40,0,0,0,40,0,220,85,0,95,40,0,false,false,false,false,
