TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-mn-sp2-Q-1,Q-1,20-40 B,9183,10469,0,10470,11903,0,20,0,0,20,0,0,40,0,0,30,10,0,
1617velv-mn-sp2-Q-2,Q-2,75-30 R,7152,10568,0,7899,11838,0,75,45,0,30,0,0,30,0,0,30,0,0,
1617velv-mn-sp2-Q-3,Q-3,45-55 B,11872,11459,0,9249,8736,0,45,5,0,40,0,0,55,45,0,10,0,0,
1617velv-mn-sp2-Q-4,Q-4,150-55 R,8712,10590,0,10423,7898,0,150,90,0,60,0,0,55,25,0,30,0,0,
1617velv-mn-sp2-Q-5,Q-5,35-165 B,7232,7290,0,11949,7588,0,35,25,0,10,0,0,165,115,0,50,0,0,
1617velv-mn-sp2-Q-6,Q-6,125-50 R,9418,10364,0,11904,7589,0,125,70,0,15,0,40,50,15,0,35,0,0,
1617velv-mn-sp2-Q-7,Q-7,15-95 B,10470,11838,0,10590,8736,0,15,5,0,10,0,0,95,55,0,30,10,0,
1617velv-mn-sp2-Q-8,Q-8,63-55 R,11903,9249,0,7290,7899,0,63,10,0,43,10,0,55,25,0,10,20,0,
1617velv-mn-sp2-Q-9,Q-9,130-105 R,11949,10364,0,8712,9183,0,130,100,0,10,20,0,105,30,0,75,0,0,
1617velv-mn-sp2-Q-10,Q-10,40-125 B,7589,7232,0,7152,7898,0,40,15,0,25,0,0,125,60,0,65,0,0,
1617velv-mn-sp2-Q-11,Q-11,35-61 B,10469,10423,0,11904,11459,0,35,5,0,30,0,0,61,10,0,11,0,40,
1617velv-mn-sp2-Q-12,Q-12,35-55 B,7588,10568,0,9418,11872,0,35,30,0,5,0,0,55,0,0,55,0,0,
1617velv-mn-sp2-Q-13,Q-13,55-120 B,11903,8736,0,7152,8712,0,55,25,0,30,0,0,120,50,0,70,0,0,
1617velv-mn-sp2-Q-14,Q-14,15-35 B,7899,10364,0,7232,10469,0,15,0,0,15,0,0,35,5,0,30,0,0,
1617velv-mn-sp2-Q-15,Q-15,95-20 R,7898,7588,0,11459,11838,0,95,40,0,55,0,0,20,10,0,0,10,0,
1617velv-mn-sp2-Q-16,Q-16,20-105 B,10470,7290,0,10423,9418,0,20,0,0,20,0,0,105,70,0,35,0,0,
1617velv-mn-sp2-Q-17,Q-17,47-110 B,9249,11904,0,10568,11949,0,47,10,0,27,10,0,110,85,0,25,0,0,
1617velv-mn-sp2-Q-18,Q-18,55-27 R,11872,10590,0,7589,9183,0,55,35,0,20,0,0,27,5,0,22,0,0,
1617velv-mn-sp2-Q-19,Q-19,90-0 R,10423,7588,0,11903,10364,0,90,10,0,60,10,10,0,0,0,0,0,0,
1617velv-mn-sp2-Q-20,Q-20,150-45 R,7232,8712,0,10568,11459,0,150,60,0,80,10,0,45,15,0,20,10,0,
1617velv-mn-sp2-Q-21,Q-21,55-20 R,11949,7589,0,11838,10469,0,55,35,0,20,0,0,20,0,0,20,0,0,
1617velv-mn-sp2-Q-22,Q-22,100-175 B,9418,9249,0,7152,10590,0,100,70,0,20,10,0,175,75,0,100,0,0,
1617velv-mn-sp2-Q-23,Q-23,36-30 R,11904,7899,0,11872,10470,0,36,5,0,21,0,10,30,10,0,20,0,0,
1617velv-mn-sp2-Q-24,Q-24,55-30 R,7898,8736,0,9183,7290,0,55,25,0,20,10,0,30,10,0,20,0,0,
1617velv-mn-sp2-Q-25,Q-25,10-105 B,11838,11903,0,7232,9418,0,10,10,0,0,0,0,105,55,0,50,0,0,
1617velv-mn-sp2-Q-26,Q-26,45-110 B,11459,7899,0,10590,11949,0,45,10,0,35,0,0,110,100,0,10,0,0,
1617velv-mn-sp2-Q-27,Q-27,15-50 B,10568,7589,0,10423,8736,0,15,5,0,0,10,0,50,20,0,30,0,0,
1617velv-mn-sp2-Q-28,Q-28,63-130 B,11904,9183,0,7152,7588,0,63,10,0,53,0,0,130,85,0,45,0,0,
1617velv-mn-sp2-Q-29,Q-29,35-25 R,10364,7898,0,10470,9249,0,35,0,0,35,0,0,25,5,0,10,10,0,
1617velv-mn-sp2-Q-30,Q-30,0-95 B,11872,10469,0,7290,8712,0,0,0,0,0,0,0,95,15,0,80,0,0,
1617velv-mn-sp2-SF-1-1,SF-1-1,80-20 R,7152,8712,11872,7898,10364,10423,80,15,0,65,0,0,20,0,0,10,10,0,
1617velv-mn-sp2-SF-2-1,SF-2-1,150-60 R,11949,9418,7588,10590,8736,7232,150,90,0,50,10,0,60,60,0,0,0,0,
1617velv-mn-sp2-SF-1-2,SF-1-2,45-115 B,7152,8712,11872,7898,10364,10423,45,35,0,10,0,0,115,50,0,45,10,10,
1617velv-mn-sp2-SF-2-2,SF-2-2,165-75 R,11949,9418,7588,10590,8736,7232,165,120,0,45,0,0,75,30,0,45,0,0,
1617velv-mn-sp2-SF-1-3,SF-1-3,135-50 R,7152,8712,11872,7898,10364,10423,135,55,0,80,0,0,50,25,0,15,10,0,
1617velv-mn-sp2-F-1,F-1,165-80 R,7152,8712,11872,11949,9418,7588,165,70,0,85,10,0,80,70,0,10,0,0,
1617velv-mn-sp2-F-2,F-2,135-145 B,7152,8712,11872,11949,9418,7588,135,55,0,80,0,0,145,120,0,25,0,0,
1617velv-mn-sp2-F-3,F-3,230-80 R,7152,8712,11872,11949,9418,7588,230,105,0,115,10,0,80,55,0,25,0,0,
