TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-ormc2-Q-1,Q-1,45-45 T,4543,0,0,7875,0,0,45,45,
1617velv-ormc2-Q-2,Q-2,10-30 B,3633,0,0,10431,0,0,10,30,
1617velv-ormc2-Q-3,Q-3,60-50 R,11828,0,0,7873,0,0,60,50,
1617velv-ormc2-Q-4,Q-4,30-105 B,9529,0,0,8176,0,0,30,105,
1617velv-ormc2-Q-5,Q-5,90-40 R,8165,0,0,7875,0,0,90,40,
1617velv-ormc2-Q-6,Q-6,105-35 R,8176,0,0,4543,0,0,105,35,
1617velv-ormc2-Q-7,Q-7,20-45 B,9529,0,0,8082,0,0,20,45,
1617velv-ormc2-Q-8,Q-8,10-60 B,7875,0,0,7873,0,0,10,60,
1617velv-ormc2-Q-9,Q-9,13-50 B,5686,0,0,8171,0,0,13,50,
1617velv-ormc2-Q-10,Q-10,0-125 B,8082,0,0,5266,0,0,0,125,
1617velv-ormc2-Q-11,Q-11,60-0 R,11828,0,0,11787,0,0,60,0,
1617velv-ormc2-Q-12,Q-12,105-20 R,7873,0,0,5686,0,0,105,20,
1617velv-ormc2-Q-13,Q-13,30-80 B,8165,0,0,4543,0,0,30,80,
1617velv-ormc2-Q-14,Q-14,55-0 R,8082,0,0,11828,0,0,55,0,
1617velv-ormc2-Q-15,Q-15,120-40 R,8176,0,0,8171,0,0,120,40,
1617velv-ormc2-Q-16,Q-16,60-0 R,7873,0,0,8082,0,0,60,0,
1617velv-ormc2-Q-17,Q-17,40-20 R,10431,0,0,11787,0,0,40,20,
1617velv-ormc2-Q-18,Q-18,15-55 B,4543,0,0,9529,0,0,15,55,
