TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-or-be1-Q-1,Q-1,61-30 R,9774,3058,0,9231,4097,0,61,35,0,26,0,0,30,0,0,30,0,0,false,false,false,false,
1617velv-or-be1-Q-2,Q-2,31-60 B,10565,750,0,8949,7516,0,31,10,0,21,0,0,60,40,0,20,0,0,false,false,false,false,
1617velv-or-be1-Q-3,Q-3,60-40 R,8610,12002,0,3965,7013,0,60,50,0,10,0,0,40,0,0,40,0,0,false,false,false,false,
1617velv-or-be1-Q-4,Q-4,16-108 B,9774,9231,0,8949,10565,0,16,5,0,11,0,0,108,75,0,33,0,0,false,false,false,false,
1617velv-or-be1-Q-5,Q-5,45-70 B,12002,3058,0,750,8610,0,45,25,0,20,0,0,70,40,0,30,0,0,false,false,false,false,
1617velv-or-be1-Q-6,Q-6,80-40 R,4097,7013,0,3965,7516,0,80,30,0,50,0,0,40,0,0,40,0,0,false,false,false,false,
1617velv-or-be1-Q-7,Q-7,55-61 B,10565,9231,0,750,12002,0,55,15,0,40,0,0,61,35,0,26,0,0,false,false,false,false,
1617velv-or-be1-Q-8,Q-8,130-60 R,8949,4097,0,8610,7013,0,130,70,0,50,10,0,60,20,0,40,0,0,false,false,false,false,
1617velv-or-be1-Q-9,Q-9,45-32 R,7516,3058,0,9774,3965,0,45,25,0,20,0,0,32,10,0,22,0,0,false,false,false,false,
1617velv-or-be1-Q-10,Q-10,95-33 R,4097,8610,0,10565,12002,0,95,50,0,35,0,10,33,10,0,23,0,0,false,false,false,false,
1617velv-or-be1-Q-11,Q-11,80-80 T,3965,750,0,8949,9774,0,80,25,0,55,0,0,80,70,0,10,0,0,false,false,false,false,
1617velv-or-be1-Q-12,Q-12,70-70 T,7013,7516,0,3058,9231,0,70,0,0,70,0,0,70,40,0,30,0,0,false,false,false,false,
1617velv-or-be1-Q-13,Q-13,90-25 R,750,8949,0,12002,4097,0,90,40,0,50,0,0,25,10,0,15,0,0,false,false,false,false,
1617velv-or-be1-Q-14,Q-14,46-75 B,9774,10565,0,3058,7013,0,46,15,0,31,0,0,75,25,0,50,0,0,false,false,false,false,
1617velv-or-be1-Q-15,Q-15,40-40 T,3965,8610,0,9231,7516,0,40,20,0,20,0,0,40,0,0,30,0,10,false,false,false,false,
