TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-or-mc2-Q-1,Q-1,45-45 T,4543,8082,0,7875,5686,0,45,45,0,0,0,0,45,5,0,40,0,0,
1617velv-or-mc2-Q-2,Q-2,10-30 B,3633,8171,0,10431,11787,0,10,0,0,10,0,0,30,0,0,30,0,0,
1617velv-or-mc2-Q-3,Q-3,60-50 R,11828,5266,0,7873,8165,0,60,30,0,30,0,0,50,40,0,10,0,0,
1617velv-or-mc2-Q-4,Q-4,30-105 B,9529,5686,0,8176,3633,0,30,10,0,20,0,0,105,60,0,45,0,0,
1617velv-or-mc2-Q-5,Q-5,90-40 R,8165,10431,0,7875,7873,0,90,0,0,10,0,80,40,10,0,30,0,0,
1617velv-or-mc2-Q-6,Q-6,105-35 R,8176,8171,0,4543,11828,0,105,65,0,30,10,0,35,5,0,20,10,0,
1617velv-or-mc2-Q-7,Q-7,20-45 B,9529,11787,0,8082,5266,0,20,5,0,15,0,0,45,15,0,30,0,0,
1617velv-or-mc2-Q-8,Q-8,10-60 B,7875,3633,0,7873,8176,0,10,0,0,10,0,0,60,10,0,50,0,0,
1617velv-or-mc2-Q-9,Q-9,13-50 B,5686,8165,0,8171,9529,0,13,0,0,13,0,0,50,5,0,45,0,0,
1617velv-or-mc2-Q-10,Q-10,0-125 B,8082,10431,0,5266,4543,0,0,0,0,0,0,0,125,45,0,40,0,40,
1617velv-or-mc2-Q-11,Q-11,60-0 R,11828,7875,0,11787,3633,0,60,0,0,40,10,10,0,0,0,0,0,0,
1617velv-or-mc2-Q-12,Q-12,105-20 R,7873,5266,0,5686,8171,0,105,70,0,35,0,0,20,10,0,10,0,0,
1617velv-or-mc2-Q-13,Q-13,30-80 B,8165,11787,0,4543,8176,0,30,10,0,20,0,0,80,60,0,10,10,0,
1617velv-or-mc2-Q-14,Q-14,55-0 R,8082,9529,0,11828,10431,0,55,0,0,45,10,0,0,0,0,0,0,0,
1617velv-or-mc2-Q-15,Q-15,120-40 R,8176,7875,0,8171,5266,0,120,60,0,60,0,0,40,30,0,10,0,0,
1617velv-or-mc2-Q-16,Q-16,60-0 R,7873,3633,0,8082,8165,0,60,10,0,50,0,0,0,0,0,0,0,0,
1617velv-or-mc2-Q-17,Q-17,40-20 R,10431,5686,0,11787,11828,0,40,0,0,30,10,0,20,0,0,10,10,0,
1617velv-or-mc2-Q-18,Q-18,15-55 B,4543,7875,0,9529,7873,0,15,5,0,10,0,0,55,15,0,40,0,0,
