TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-ct-gb-Q-1,Q-1,8-21 B,10820,8983,0,8152,4774,0,8,5,0,3,0,0,21,10,0,11,0,0,false,false,false,false,
1617velv-ct-gb-Q-2,Q-2,90-30 R,40,6762,0,5678,8643,0,90,40,0,50,0,0,30,10,0,20,0,0,false,false,false,false,
1617velv-ct-gb-Q-3,Q-3,85-50 R,7034,7596,0,11569,8699,0,85,5,0,20,20,40,50,30,0,20,0,0,false,false,false,false,
1617velv-ct-gb-Q-4,Q-4,93-0 R,130,10763,0,5357,10877,0,93,0,0,33,40,20,0,0,0,0,0,0,false,false,false,false,
1617velv-ct-gb-Q-5,Q-5,85-75 R,12377,11174,0,4286,11569,0,85,30,0,55,0,0,75,50,0,25,0,0,false,false,false,false,
1617velv-ct-gb-Q-6,Q-6,69-40 R,130,7034,0,40,10820,0,69,5,0,24,0,40,40,5,0,35,0,0,false,false,false,false,
1617velv-ct-gb-Q-7,Q-7,100-40 R,4286,4774,0,10877,8643,0,100,45,0,55,0,0,40,15,0,25,0,0,false,false,false,false,
1617velv-ct-gb-Q-8,Q-8,10-45 B,5357,5678,0,8983,8699,0,10,10,0,0,0,0,45,0,0,45,0,0,false,false,false,false,
1617velv-ct-gb-Q-9,Q-9,21-10 R,8152,12377,0,6762,10763,0,21,0,0,21,0,0,10,0,0,10,0,0,false,false,false,false,
1617velv-ct-gb-Q-10,Q-10,120-55 R,11174,40,0,7596,5357,0,120,45,0,65,10,0,55,5,0,10,0,40,false,false,false,false,
1617velv-ct-gb-Q-11,Q-11,45-35 R,8983,4286,0,7034,6762,0,45,0,0,45,0,0,35,35,0,0,0,0,true,false,false,false,
1617velv-ct-gb-Q-12,Q-12,40-75 B,8699,10763,0,10820,11174,0,40,10,0,30,0,0,75,35,0,40,0,0,false,false,false,false,
1617velv-ct-gb-Q-13,Q-13,25-25 T,130,4774,0,7596,12377,0,25,10,0,5,10,0,25,5,0,20,0,0,false,false,false,false,
1617velv-ct-gb-Q-14,Q-14,50-20 R,11569,8643,0,10877,8152,0,50,30,0,20,0,0,20,0,0,20,0,0,false,false,false,false,
1617velv-ct-gb-Q-15,Q-15,10-125 B,5678,7596,0,4286,10763,0,10,10,0,0,0,0,125,80,0,45,0,0,false,false,false,false,
1617velv-ct-gb-Q-16,Q-16,0-105 B,10877,12377,0,8699,40,0,0,0,0,0,0,0,105,35,0,70,0,0,false,false,false,false,
1617velv-ct-gb-Q-17,Q-17,105-15 R,10820,11569,0,5678,6762,0,105,25,0,20,20,40,15,5,0,10,0,0,false,false,false,false,
1617velv-ct-gb-Q-18,Q-18,45-115 B,8983,8643,0,130,11174,0,45,20,0,25,0,0,115,25,0,50,40,0,false,false,false,false,
1617velv-ct-gb-Q-19,Q-19,0-45 B,8152,5357,0,4774,7034,0,0,0,0,0,0,0,45,35,0,10,0,0,false,false,false,false,
1617velv-ct-gb-Q-20,Q-20,45-80 B,11569,10763,0,8983,40,0,45,15,0,10,20,0,80,25,0,55,0,0,false,false,false,false,
1617velv-ct-gb-Q-21,Q-21,140-55 R,11174,7034,0,4774,5678,0,140,35,0,45,20,40,55,45,0,10,0,0,false,false,false,false,
1617velv-ct-gb-Q-22,Q-22,35-25 R,8643,5357,0,12377,10820,0,35,20,0,5,10,0,25,5,0,20,0,0,false,false,false,false,
1617velv-ct-gb-Q-23,Q-23,40-123 B,8699,8152,0,4286,130,0,40,10,0,30,0,0,123,65,0,18,0,40,false,false,false,false,
1617velv-ct-gb-Q-24,Q-24,35-15 R,7596,10877,0,6762,8983,0,35,5,0,30,0,0,15,5,0,10,0,0,false,false,false,false,
1617velv-ct-gb-SF-1-1,SF-1-1,85-25 R,11174,4286,0,4774,12377,0,85,25,0,60,0,0,25,20,0,5,0,0,false,false,false,false,
1617velv-ct-gb-SF-2-1,SF-2-1,80-125 B,130,40,0,7034,8643,0,80,45,0,35,0,0,125,50,0,35,0,40,false,false,false,false,
1617velv-ct-gb-SF-1-2,SF-1-2,105-40 R,11174,4286,0,4774,12377,0,105,30,0,75,0,0,40,25,0,15,0,0,false,false,false,false,
1617velv-ct-gb-SF-2-2,SF-2-2,125-135 B,130,40,0,7034,8643,0,125,45,0,40,40,0,135,80,0,35,20,0,false,false,false,false,
1617velv-ct-gb-F-1,F-1,140-90 R,11174,4286,0,7034,8643,0,140,55,0,85,0,0,90,50,0,20,20,0,false,false,false,false,
1617velv-ct-gb-F-2,F-2,100-95 R,11174,4286,0,7034,8643,0,100,40,0,60,0,0,95,80,0,5,10,0,false,false,false,false,
