TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-mikent,5384,Emergency Situation Evacuate Now,1,10,230,130,5,SC,
1617velv-mikent,11885,The Robotic Lakers,2,10,195,125,5,FC,
1617velv-mikent,5980,Titanium Tech Vikes,3,10,155,100,5,SC,
1617velv-mikent,6283,Platinum Tech Vikes,4,8,337,115,5,WC,
1617velv-mikent,7023,HexaSonics,5,8,277,225,5,S1,
1617velv-mikent,11228,Cityside Middle School,6,8,244,125,5,F1,
1617velv-mikent,5385,Enigma Riddlers,7,8,222,115,5,S2,
1617velv-mikent,5411,G3 Geeks Gears and Gadgets Green,8,8,170,130,5,F2,
1617velv-mikent,9221,Nerd Herd,9,8,158,180,5,S2,
1617velv-mikent,5391,Enigma Puzzlers,10,7,298,160,5,W1,
1617velv-mikent,8529,Team R.O.B.O.T.I.C.S.,11,7,195,55,5,,
1617velv-mikent,11846,Wayland Wildcat Cat-a-Tech-Nics,12,6,248,66,5,,
1617velv-mikent,11987,East Grand Rapids Middle School,13,6,239,115,5,,
1617velv-mikent,10104,That OTHER Team,14,6,221,160,5,,
1617velv-mikent,10818,Bronco Robotics,15,6,168,65,5,,
1617velv-mikent,9404,CAF,16,6,161,91,5,,
1617velv-mikent,11559,Mecha Montessori,17,6,153,140,5,,
1617velv-mikent,9366,Pegabots,18,6,152,80,5,,
1617velv-mikent,5383,Neutrinos Breaking the Laws of Physics,19,5,265,225,5,S1,
1617velv-mikent,10315,Tech Hawks,20,5,218,66,5,,
1617velv-mikent,10031,Red Storm Robotics-Blue,21,4,239,100,5,,
1617velv-mikent,8621,G3: Geeks Gears & Gadgets Blue,22,4,230,160,5,W2,
1617velv-mikent,11762,Metal Storm,23,4,209,70,5,,
1617velv-mikent,11940,Reed City Middle School,24,4,169,70,5,,
1617velv-mikent,11153,The Lightning Colts,25,4,167,85,5,,
1617velv-mikent,11727,Neutrons,26,4,133,100,5,,
1617velv-mikent,6482,Red Storm Robotics-Red,27,2,216,76,5,,
1617velv-mikent,11851,East Grand Rapids Middle School,28,2,194,46,5,,
1617velv-mikent,5449,High Voltage,29,2,185,61,5,,
1617velv-mikent,6070,WOW - West Ottawa Warriors,30,2,181,55,5,,
1617velv-mikent,5292,Red Storm Robotics-White,31,2,177,85,5,,
1617velv-mikent,10319,Shawmut Hills,32,2,165,60,5,,
1617velv-mikent,11728,WOW - West Ottawa Wizards,33,0,198,75,5,,
1617velv-mikent,11098,Nuclear Norsemen,34,0,146,76,5,,
1617velv-mikent,7772,P.A.N.T.H.E.R.S.,35,0,135,60,5,,
1617velv-mikent,11999,Wyoming Robotic Warriors,36,0,110,35,5,,
