TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,
1617velv-mi-con-Q-1,Q-1,16-75 B,7445,9297,0,10813,9855,0,16,5,0,11,0,0,75,10,0,25,40,0,
1617velv-mi-con-Q-2,Q-2,0-60 B,7792,9458,0,7668,9895,0,0,0,0,0,0,0,60,15,0,45,0,0,
1617velv-mi-con-Q-3,Q-3,45-31 R,8734,5960,0,8656,6036,0,45,5,0,20,20,0,31,10,0,21,0,0,
1617velv-mi-con-Q-4,Q-4,10-71 B,8511,10678,0,7360,8206,0,10,0,0,10,0,0,71,35,0,36,0,0,
1617velv-mi-con-Q-5,Q-5,40-15 R,6359,11696,0,8142,7305,0,40,0,0,40,0,0,15,5,0,10,0,0,
1617velv-mi-con-Q-6,Q-6,0-65 B,7031,9624,0,11714,8553,0,0,0,0,0,0,0,65,0,0,65,0,0,
1617velv-mi-con-Q-7,Q-7,85-0 R,10540,7228,0,10735,6811,0,85,30,0,55,0,0,0,0,0,0,0,0,
1617velv-mi-con-Q-8,Q-8,90-65 R,7238,10176,0,7479,10552,0,90,0,0,10,40,40,65,30,0,35,0,0,
1617velv-mi-con-Q-9,Q-9,40-30 R,9070,8511,0,5960,7445,0,40,0,0,40,0,0,30,20,0,10,0,0,
1617velv-mi-con-Q-10,Q-10,120-0 R,10813,8553,0,9458,8656,0,120,40,0,40,40,0,0,0,0,0,0,0,
1617velv-mi-con-Q-11,Q-11,80-10 R,8206,6036,0,6359,10735,0,80,25,0,55,0,0,10,0,0,10,0,0,
1617velv-mi-con-Q-12,Q-12,90-10 R,7792,8734,0,7031,10540,0,90,10,0,40,40,0,10,0,0,0,10,0,
1617velv-mi-con-Q-13,Q-13,36-60 B,7360,9624,0,6811,10176,0,36,5,0,31,0,0,60,10,0,10,40,0,
1617velv-mi-con-Q-14,Q-14,35-10 R,11714,10552,0,9070,8142,0,35,5,0,30,0,0,10,0,0,10,0,0,
1617velv-mi-con-Q-15,Q-15,10-165 B,7238,9855,0,7228,7305,0,10,0,0,10,0,0,165,115,0,50,0,0,
1617velv-mi-con-Q-16,Q-16,30-65 B,9297,11696,0,7668,10678,0,30,10,0,20,0,0,65,40,0,25,0,0,
1617velv-mi-con-Q-17,Q-17,90-115 B,7479,8206,0,9895,5960,0,90,55,0,35,0,0,115,10,0,25,0,80,
1617velv-mi-con-Q-18,Q-18,65-20 R,8553,10552,0,7792,8511,0,65,50,0,15,0,0,20,5,0,15,0,0,
1617velv-mi-con-Q-19,Q-19,10-70 B,10735,8142,0,9458,9855,0,10,0,0,10,0,0,70,25,0,45,0,0,
1617velv-mi-con-Q-20,Q-20,90-20 R,7668,10813,0,6359,7360,0,90,30,0,20,40,0,20,0,0,20,0,0,
1617velv-mi-con-Q-21,Q-21,50-95 B,7031,6036,0,10176,7305,0,50,20,0,10,20,0,95,25,0,30,40,0,
1617velv-mi-con-Q-22,Q-22,20-47 B,9895,8656,0,10678,9624,0,20,20,0,0,0,0,47,5,0,42,0,0,
1617velv-mi-con-Q-23,Q-23,80-5 R,7479,11714,0,7445,10540,0,80,40,0,40,0,0,5,5,0,0,0,0,
1617velv-mi-con-Q-24,Q-24,50-0 R,6811,8734,0,11696,7238,0,50,10,0,40,0,0,0,0,0,0,0,0,
1617velv-mi-con-Q-25,Q-25,125-35 R,7228,9297,0,9070,7792,0,125,60,0,15,10,40,35,5,0,30,0,0,
1617velv-mi-con-Q-26,Q-26,80-45 R,8206,9624,0,10813,8142,0,80,15,0,65,0,0,45,5,0,0,40,0,
1617velv-mi-con-Q-27,Q-27,10-35 B,5960,10540,0,6359,10552,0,10,5,0,5,0,0,35,5,0,30,0,0,
1617velv-mi-con-Q-28,Q-28,40-55 B,7668,6811,0,7479,8511,0,40,30,0,10,0,0,55,25,0,30,0,0,
1617velv-mi-con-Q-29,Q-29,130-17 R,9070,8553,0,6036,7238,0,130,80,0,50,0,0,17,5,0,12,0,0,
1617velv-mi-con-Q-30,Q-30,45-24 R,7305,7360,0,10735,9297,0,45,15,0,30,0,0,24,10,0,14,0,0,
1617velv-mi-con-Q-31,Q-31,0-50 B,9458,10678,0,7031,7445,0,0,0,0,0,0,0,50,0,0,40,10,0,
1617velv-mi-con-Q-32,Q-32,111-110 R,9895,8734,0,7228,11714,0,111,35,0,36,0,40,110,55,0,55,0,0,
1617velv-mi-con-Q-33,Q-33,35-65 B,9855,8656,0,11696,10176,0,35,25,0,10,0,0,65,25,0,20,20,0,
1617velv-mi-con-Q-34,Q-34,31-60 B,8142,7792,0,5960,7360,0,31,0,0,31,0,0,60,10,0,10,40,0,
1617velv-mi-con-Q-35,Q-35,31-38 B,6036,10552,0,9624,9297,0,31,10,0,21,0,0,38,5,0,23,10,0,
1617velv-mi-con-Q-36,Q-36,30-10 R,10735,8511,0,7238,11714,0,30,0,0,30,0,0,10,0,0,10,0,0,
1617velv-mi-con-Q-37,Q-37,65-70 B,7445,10176,0,8553,8734,0,65,10,0,15,40,0,70,0,0,30,0,40,
1617velv-mi-con-Q-38,Q-38,15-45 B,10678,6359,0,9855,7479,0,15,5,0,10,0,0,45,0,0,45,0,0,
1617velv-mi-con-Q-39,Q-39,55-5 R,7305,9458,0,10540,9070,0,55,10,0,45,0,0,5,5,0,0,0,0,
1617velv-mi-con-Q-40,Q-40,70-60 R,7031,10813,0,9895,6811,0,70,5,0,25,40,0,60,25,0,35,0,0,
1617velv-mi-con-Q-41,Q-41,105-40 R,8656,7228,0,8206,7668,0,105,85,0,20,0,0,40,0,0,40,0,0,
1617velv-mi-con-Q-42,Q-42,35-15 R,8553,10735,0,11696,7792,0,35,0,0,35,0,0,15,5,0,10,0,0,
1617velv-mi-con-SF-1-1,SF-1-1,140-20 R,8734,7228,7479,7305,8206,5960,140,85,0,55,0,0,20,10,0,10,0,0,
1617velv-mi-con-SF-2-1,SF-2-1,140-55 R,8553,10813,9895,10176,7668,9070,140,70,0,30,0,40,55,15,0,40,0,0,
