TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-mi-col-Q-1,Q-1,35-20 R,9476,5449,0,5618,11254,0,35,5,0,30,0,0,20,10,0,10,0,0,false,false,false,false,
1617velv-mi-col-Q-2,Q-2,40-25 R,11855,11762,0,9883,9376,0,40,0,0,40,0,0,25,20,0,5,0,0,false,false,false,false,
1617velv-mi-col-Q-3,Q-3,40-35 R,9133,9855,0,10028,8513,0,40,10,0,30,0,0,35,25,0,10,0,0,false,false,false,false,
1617velv-mi-col-Q-4,Q-4,65-70 B,6494,10309,0,12101,7228,0,65,15,0,50,0,0,70,40,0,30,0,0,false,false,false,false,
1617velv-mi-col-Q-5,Q-5,95-40 R,5386,11786,0,11870,8553,0,95,45,0,10,40,0,40,0,0,40,0,0,false,false,false,false,
1617velv-mi-col-Q-6,Q-6,74-1 R,8239,11217,0,11714,9499,0,74,40,0,34,0,0,1,0,0,1,0,0,false,false,false,false,
1617velv-mi-col-Q-7,Q-7,45-55 B,10028,9376,0,6494,11254,0,45,20,0,25,0,0,55,25,0,30,0,0,false,false,false,false,
1617velv-mi-col-Q-8,Q-8,56-60 B,8553,9855,0,11762,7228,0,56,30,0,26,0,0,60,15,0,45,0,0,false,false,false,false,
1617velv-mi-col-Q-9,Q-9,98-60 R,5618,8239,0,9883,5386,0,98,60,0,38,0,0,60,10,0,10,40,0,false,false,false,false,
1617velv-mi-col-Q-10,Q-10,15-90 B,11855,9499,0,5449,10309,0,15,10,0,5,0,0,90,35,0,15,0,40,false,false,false,false,
1617velv-mi-col-Q-11,Q-11,85-60 R,11217,11870,0,12101,8513,0,85,0,0,45,40,0,60,0,0,0,20,40,false,false,false,false,
1617velv-mi-col-Q-12,Q-12,20-30 B,11714,9133,0,11786,9476,0,20,10,0,10,0,0,30,10,0,20,0,0,false,false,false,false,
1617velv-mi-col-Q-13,Q-13,90-40 R,5386,7228,0,9499,9376,0,90,45,0,25,20,0,40,5,0,35,0,0,false,false,false,false,
1617velv-mi-col-Q-14,Q-14,40-41 B,12101,9855,0,8239,11855,0,40,10,0,30,0,0,41,15,0,16,0,10,false,false,false,false,
1617velv-mi-col-Q-15,Q-15,110-25 R,8513,5618,0,11786,6494,0,110,65,0,25,20,0,25,0,0,25,0,0,false,false,false,false,
1617velv-mi-col-Q-16,Q-16,45-35 R,10028,9476,0,8553,11217,0,45,5,0,40,0,0,35,15,0,20,0,0,false,false,false,false,
1617velv-mi-col-Q-17,Q-17,48-55 B,10309,11714,0,11254,11762,0,48,30,0,18,0,0,55,10,0,35,0,10,false,false,false,false,
1617velv-mi-col-Q-18,Q-18,12-20 B,11870,9883,0,9133,5449,0,12,10,0,2,0,0,20,0,0,20,0,0,false,false,false,false,
1617velv-mi-col-Q-19,Q-19,50-30 R,7228,5618,0,11217,11855,0,50,10,0,40,0,0,30,0,0,30,0,0,false,false,false,false,
1617velv-mi-col-Q-20,Q-20,60-80 B,11762,8513,0,9476,5386,0,60,10,0,30,20,0,80,30,0,10,40,0,false,false,false,false,
1617velv-mi-col-Q-21,Q-21,140-28 R,8553,9376,0,5449,8239,0,140,105,0,25,10,0,28,5,0,23,0,0,false,false,false,false,
1617velv-mi-col-Q-22,Q-22,65-0 R,9499,11254,0,9133,12101,0,65,0,0,55,10,0,0,0,0,0,0,0,false,false,false,false,
1617velv-mi-col-Q-23,Q-23,100-22 R,6494,11870,0,9855,11714,0,100,0,0,50,40,10,22,0,0,22,0,0,false,false,false,false,
1617velv-mi-col-Q-24,Q-24,6-120 B,11786,9883,0,10028,10309,0,6,0,0,6,0,0,120,65,0,45,0,10,false,false,false,false,
1617velv-mi-col-Q-25,Q-25,85-166 B,11254,8513,0,7228,8239,0,85,55,0,30,0,0,166,65,0,61,0,40,false,false,false,false,
1617velv-mi-col-Q-26,Q-26,45-110 B,9133,5386,0,6494,11855,0,45,0,0,5,40,0,110,60,0,50,0,0,false,false,false,false,
1617velv-mi-col-Q-27,Q-27,15-85 B,9476,9376,0,10309,11870,0,15,5,0,0,10,0,85,0,0,45,40,0,false,false,false,false,
1617velv-mi-col-Q-28,Q-28,40-60 B,9499,11762,0,5618,10028,0,40,0,0,30,10,0,60,30,0,30,0,0,false,false,false,false,
1617velv-mi-col-Q-29,Q-29,10-45 B,9855,5449,0,11786,11217,0,10,10,0,0,0,0,45,5,0,40,0,0,false,false,false,false,
1617velv-mi-col-Q-30,Q-30,15-110 B,9883,12101,0,11714,8553,0,15,0,0,5,0,10,110,55,0,55,0,0,false,false,false,false,
1617velv-mi-col-SF-1-1,SF-1-1,125-150 B,7228,5386,10309,9476,11254,8553,125,55,0,20,10,40,150,85,0,65,0,0,false,false,false,false,
1617velv-mi-col-SF-2-1,SF-2-1,129-65 R,8239,6494,11217,5618,11870,8513,129,90,0,39,0,0,65,5,0,10,40,10,false,false,false,false,
1617velv-mi-col-SF-1-2,SF-1-2,30-70 B,7228,5386,10309,9476,11254,8553,30,0,0,20,10,0,70,40,0,30,0,0,false,false,false,false,
1617velv-mi-col-SF-2-2,SF-2-2,74-105 B,8239,6494,11217,5618,11870,8513,74,30,0,44,0,0,105,65,0,20,20,0,false,false,false,false,
1617velv-mi-col-SF-2-3,SF-2-3,110-95 R,8239,6494,11217,5618,11870,8513,110,55,0,55,0,0,95,45,0,0,40,10,false,false,false,false,
1617velv-mi-col-F-1,F-1,95-97 B,9476,11254,8553,8239,6494,11217,95,45,0,50,0,0,97,65,0,32,0,0,false,false,false,false,
1617velv-mi-col-F-2,F-2,80-47 R,9476,11254,8553,8239,6494,11217,80,30,0,10,0,40,47,10,0,37,0,0,false,false,false,false,
1617velv-mi-col-F-3,F-3,125-60 R,9476,11254,8553,8239,6494,11217,125,55,0,70,0,0,60,60,0,0,0,0,false,false,false,false,
